Participant ID,Game ID,Round 1,Round 2,Round 3,Disorder,Website Choice
27,1,Picture: Conjunctival telangiectasia. Fatigue. Hearing impairment. Arthritis,Behavioral abnormality. Thickened skin. Picture: Angiokeratoma (small raised dark-red spot). Anemia,Renal insufficiency. Emphysema. Hypertrophic cardiomyopathy. Atrioventricular block,Fabry disease,1. Collaborative Filtering
27,2,Delayed skeletal maturation. Delayed puberty. Changes in coordination and speed of movements. Osteoarthritis. Fever. Joint dislocation,Difficulty swallowing. Developmental regression. Recurrent fractures. Osteopenia: Decreased bone density. Englarged spleen,Abnormality of the skeletal system. Bone death due to lack of blood supply. Low platelet count. Pulmonary arterial hypertension: High blood pressure in lungs. Generalized myoclonic seizures,Gaucher disease,2. Malady Help
28,0,Small teeth. Foot deformity. Depressivity. Limitation of joint mobility. Persistent blue hands/feet,Stretchy skin. Joint pain. Frequent joint dislocation. Fatigue. Tendon rupture,Muscle pain. Migraine. Nausea and vomiting. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
28,1,Picture: thick lower lip. Vision loss. Hearing impairment. Picture: Subcutaneous nodule (skin lesion). Thickened skin,Arthritis. Cognitive impairment. Abdominal pain. Muscle pain. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system,Mitral regurgitation. High urine protein levels. Malabsorption. Optic atrophy. Reduced bone mineral density,Fabry disease,1. Collaborative Filtering
28,2,Short stature. Misalignment of the eyes. Osteoarthritis. Fatigue. Paralysis or weakness of one side of the body,Decreased muscle tone. Bleeding gums. Joint stiffness. Difficulty swallowing. Enlarged liver,Bilateral tonic-clonic seizure. Osteopenia: Decreased bone density. Abnormality of the skeletal system. Elevated C-reactive protein level,Gaucher disease,2. Malady Help
29,0,Sleep disturbance. Gum enlargement. Joint hyperflexibility. Malabsorption. Muscle pain. Fatigue,Arrhythmia. Acid reflux. Frequent joint dislocation. Breathing stops (episodes). Depressivity. Vertigo,Joint pain. Stretchy skin. Tingling/pins and needles. Osteolysis: Breakdown of bone. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
29,1,Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Behavioral abnormality. Picture: Conjunctival telangiectasia. Abdominal pain. Vision loss,Congestive heart failure. Joint pain. Muscle pain. Emphysema,Kidney damage/Kidney disease. Abnormality of the endocardium. Nephrotic syndrome. Renal insufficiency,Fabry disease,3. Google Custom
29,2,Hydrops fetalis: prenatal swelling. Abnormal bone structure. Fatigue. Fever. Developmental regression. Joint pain. Depressivity,Joint stiffness. Dry scales on the skin. Joint dislocation. Double vision. Abdominal pain. Hydrocephalus (too much cerebrospinal fluid in the brain),Enlarged ventricular system of the brain. Englarged spleen. Ataxia. Osteopenia: Decreased bone density. Enlarged liver. Bone infection,Gaucher disease,2. Malady Help
30,0,Sleep disturbance. Foot deformity. Dental abnormalities. Muscle pain. Frequent joint dislocation,Stretchy skin. Acid reflux. Dry eyes. Fatigue. Persistent blue hands/feet,Vertigo. Osteoarthritis. Joint pain. Soft skin. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
30,1,Arthritis. Thickened skin. Joint pain. Spider veins. Hearing impairment,Blood in urine. Muscle pain. Congestive heart failure. Developmental regression. Corneal opacity,Renal insufficiency. Corneal dystrophy. Elevated or lowered cholesteral. Achalasia. Malabsorption,Fabry disease,2. Malady Help
30,2,Hydrops fetalis: prenatal swelling. Misalignment of the eyes. Fever. Depressivity. Fatigue,Abdominal pain. Joint pain. Double vision. Increased antibody level in blood. Osteopenia: Decreased bone density,Cherry red spot of the macula. Calcium deposits in the aortic valve. Abnormal myocardium morphology. Generalized myoclonic seizures,Gaucher disease,3. Google Custom
31,0,Flat feet. Sleep disturbance. Abnormal anus or rectum. Osteoarthritis. Joint hyperflexibility,Migraine. Stretchy skin. Muscle pain. Scoliosis. Frequent joint dislocation,Menstrual abnormalities (frequency heaviness irregularity). Nausea and vomiting. Genital hernia. Separation of layers of an artery,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
31,1,Lack of sweating. Anemia. Fatigue. Mini-stroke. Picture: Subcutaneous nodule (skin lesion). Congestive heart failure,Developmental regression. Progressive airflow obstruction. Picture: Conjunctival telangiectasia. Anorexia. Muscle pain. Achalasia,Cataract. Bundle branch block. Optic atrophy. Abnormal aortic valve morphology. Kidney damage/Kidney disease,Fabry disease,2. Malady Help
31,2,Feeding difficulties in infancy. Delayed skeletal maturation. Abdominal pain. Fatigue. Fever. Joint dislocation,Developmental regression. Bone pain. Difficulty swallowing. Recurrent fractures. Osteoarthritis,Enlarged liver. Low platelet count. Hepatitis. High urine protein levels. Calcium deposits in the mitral valve,Gaucher disease,3. Google Custom
32,0,Foot deformity. Abnormal palate (roof of the mouth). Vertigo. Frequent joint dislocation. Umbilical hernia,Dry eyes. Fatigue. Joint hyperflexibility. Scoliosis. Unusual scars,Thin skin. Tingling/pins and needles. Depressivity. Constipation. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
32,1,Abdominal pain. Hearing impairment. Congestive heart failure. Chest pain. Blood in urine,Muscle pain. Picture: Conjunctival telangiectasia. Lack of sweating. Thickened skin. Mitral regurgitation,Nephrotic syndrome. Corneal dystrophy. Renal insufficiency. Emphysema,Fabry disease,2. Malady Help
32,2,Hydrops fetalis: prenatal swelling. Feeding difficulties in infancy. Recurrent fractures. Joint pain. Joint dislocation. Developmental regression,Anemia. Fever. Difficulty swallowing. Paralysis or weakness of one side of the body. Pulmonary arterial hypertension: High blood pressure in lungs. Cherry red spot of the macula,Englarged spleen. Cranial nerve paralysis. Abnormal heart valve morphology. Low platelet count. Osteopenia: Decreased bone density. Generalized myoclonic seizures,Gaucher disease,1. Collaborative Filtering
33,0,Flat feet. Foot deformity. Abnormality of the wrist. Persistent blue hands/feet. Frequent joint dislocation. Fatigue,Stretchy skin. Picture: Subcutaneous nodule (skin lesion). Muscle pain. Osteoarthritis. Abnormal anus or rectum. Arrhythmia,Nausea and vomiting. Limitation of joint mobility. Umbilical hernia. Joint pain. Extra bones in the cranium. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
33,1,Breathing difficulties. Blurred vision. Thickened skin. Mini-stroke. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system,Anorexia. Picture: Conjunctival telangiectasia. Spider veins. Corneal opacity. Muscle pain,Nausea and vomiting. Hypertrophic cardiomyopathy. Optic atrophy. Emphysema. Abnormal renal tubule morphology,Fabry disease,1. Collaborative Filtering
33,2,Delayed skeletal maturation. Joint dislocation. Bone pain. Difficulty swallowing. Anemia,Developmental regression. Changes in coordination and speed of movements. Hearing impairment. Ataxia. Abnormality of the skeletal system,Bilateral tonic-clonic seizure. Hepatitis. Englarged spleen. High urine protein levels,Gaucher disease,3. Google Custom
34,0,Small teeth. Sleep disturbance. Foot deformity. Thin skin. Stretchy skin. Fatigue,Osteoarthritis. Dry eyes. Picture: Subcutaneous nodule (skin lesion). Persistent blue hands/feet. Nausea and vomiting. Menstrual abnormalities (frequency heaviness irregularity),Soft skin. Constipation. Frequent joint dislocation. Limitation of joint mobility. Extra bones in the cranium. Absent/small abdominal wall muscles,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
34,1,Thickened skin. Breathing difficulties. Fatigue. Developmental regression. Behavioral abnormality,Muscle pain. Picture: Subcutaneous nodule (skin lesion). Picture: Conjunctival telangiectasia. Elevated or lowered cholesteral. Glomerulopathy (diseased blood vessels in the kidneys),Emphysema. High urine protein levels. Diabetes insipidus. Atrioventricular block,Fabry disease,1. Collaborative Filtering
34,2,Delayed puberty. Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Blood in urine. Depressivity. Abdominal pain. Joint pain,Decreased muscle tone. Paralysis or weakness of one side of the body. Difficulty with horizontal voluntary eye movements. Joint dislocation. Retinopathy. Elevated C-reactive protein level,Abnormal myocardium morphology. Scarring of liver caused by chronic liver disease. Enlarged liver. Englarged spleen. Low platelet count. Replacement of normal lung tissues by fibroblasts and collagen,Gaucher disease,2. Malady Help
35,0,Flat feet. Sleep disturbance. Fatigue. Soft skin. Decreased fertility. Vertigo,Joint hyperflexibility. Arrhythmia. Frequent joint dislocation. Migraine. Thin skin. Malabsorption,Muscle pain. Depressivity. Joint pain. Extra bones in the cranium. Poorly functioning veins,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
35,1,Blood in urine. Muscle pain. Fatigue. Picture: Angiokeratoma (small raised dark-red spot). Corneal opacity. Joint pain,Anemia. Picture: Subcutaneous nodule (skin lesion). Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Picture: Conjunctival telangiectasia. Nausea and vomiting. Arthritis,Bundle branch block. Optic atrophy. Reduced bone mineral density. Renal insufficiency. Mitral regurgitation,Fabry disease,3. Google Custom
35,2,Feeding difficulties in infancy. Abnormal bone structure. Misalignment of the eyes. Joint stiffness. Limited eye movements. Joint dislocation. Difficulty swallowing,Joint pain. Fatigue. Depressivity. Breathing difficulties. Developmental regression. Generalized myoclonic seizures. Bilateral tonic-clonic seizure,Osteopenia: Decreased bone density. Enlarged liver. Retinopathy. Cherry red spot of the macula. Increased antibody level in blood. Englarged spleen,Gaucher disease,2. Malady Help
36,0,Foot deformity. Sleep disturbance. Joint hyperflexibility. Menstrual abnormalities (frequency heaviness irregularity),Stretchy skin. Persistent blue hands/feet. Inguinal hernia. Vertigo,Scoliosis. Nausea and vomiting. Migraine. Keratoconus,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
36,1,Mini-stroke. Chest pain. Lack of sweating. Thickened skin. Cognitive impairment,Breathing difficulties. Picture: Subcutaneous nodule (skin lesion). Congestive heart failure. Elevated or lowered cholesteral. Mitral regurgitation,Corneal dystrophy. High urine protein levels. Nephrotic syndrome. Abnormality of femur morphology,Fabry disease,3. Google Custom
36,2,Misalignment of the eyes. Feeding difficulties in infancy. Involuntary movements. Anemia. Fatigue. Bone pain,Recurrent fractures. Changes in coordination and speed of movements. Developmental regression. Abdominal pain. Englarged spleen,Abnormality of the skeletal system. Replacement of normal lung tissues by fibroblasts and collagen. Calcium deposits in the aortic valve. Low platelet count. Abnormal heart valve morphology,Gaucher disease,2. Malady Help
37,0,Foot deformity. Sleep disturbance. Persistent blue hands/feet. Malabsorption. Vertigo. Joint hyperflexibility,Soft skin. Frequent joint dislocation. Scoliosis. Nausea and vomiting. Fatigue. Abnormal anus or rectum,Stretchy skin. Osteoarthritis. Acid reflux. Extra bones in the cranium. Gastrointestinal dysmotility,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
37,1,Anorexia. Picture: Subcutaneous nodule (skin lesion). Hearing impairment. Arthritis. Joint pain. Mini-stroke,Thickened skin. Breathing difficulties. Fatigue. Muscle pain. Spider veins,High blood pressure. Bundle branch block. Abnormal myocardium morphology. Abnormal aortic valve morphology. Corneal dystrophy,Fabry disease,3. Google Custom
37,2,Abnormal bone structure. Delayed puberty. Difficulty swallowing. Recurrent fractures. Changes in coordination and speed of movements,Osteoarthritis. Abnormal skin pigmentation. Replacement of normal lung tissues by fibroblasts and collagen. Abnormality of the skeletal system,Enlarged liver. Abnormal heart valve morphology. Low platelet count. Abnormal macular morphology,Gaucher disease,2. Malady Help
38,0,Sleep disturbance. Flat feet. Constipation. Nausea and vomiting,Dry eyes. Abnormal anus or rectum. Joint pain. Fatigue,Muscle pain. Vertigo. Separation of layers of an artery,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
38,1,Behavioral abnormality. Corneal opacity. Arthritis. Hearing impairment. Fatigue. Congestive heart failure,Muscle pain. Blurred vision. Increased urine output. Abdominal pain. Anxiety. Picture: Subcutaneous nodule (skin lesion),Arrhythmia. Elevated or lowered cholesteral. High urine protein levels. Abnormal aortic valve morphology. Malabsorption. Bundle branch block,Fabry disease,3. Google Custom
38,2,Feeding difficulties in infancy. Abnormal bone structure. Fever. Developmental regression. Joint dislocation. Fatigue,Tremor. Abdominal pain. Bone pain. Calcium deposits in the mitral valve. Englarged spleen,Abnormality of the skeletal system. Bone death due to lack of blood supply. Enlarged liver. Abnormal myocardium morphology. Cherry red spot of the macula,Gaucher disease,2. Malady Help
39,0,Foot deformity. Small teeth. Prominent eye folds. Joint hyperflexibility. Fatigue,Frequent joint dislocation. Soft skin. Muscle pain. Depressivity,Osteoarthritis. Joint pain. Malabsorption. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
39,1,Spider veins. Thickened skin. Seizure. Corneal opacity. Abdominal pain,Blood in urine. Lack of sweating. Chest pain. Joint pain. Malabsorption,Hypertrophic cardiomyopathy. Abnormality of femur morphology. Renal insufficiency. Abnormal renal tubule morphology. Reduced bone mineral density,Fabry disease,1. Collaborative Filtering
39,2,Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Delayed puberty. Developmental regression. Blood in urine. Difficulty with horizontal voluntary eye movements. Paralysis or weakness of one side of the body,Joint pain. Fever. Anemia. Bilateral tonic-clonic seizure. Ataxia. Generalized myoclonic seizures,Abnormal heart valve morphology. Abnormal myocardium morphology. Bone death due to lack of blood supply. Abnormal macular morphology. Abnormality of the skeletal system,Gaucher disease,2. Malady Help
